season,week,celebrity_name,judge_share,vote_share_mean,vote_share_std,certainty,eliminated_this_week
1,6,John O'Hurley,0.4954128440366973,0.5056740727159367,0.13270237498869336,0.30771119819114046,False
1,6,Kelly Monaco,0.5045871559633027,0.49432592728406316,0.1327023749886934,0.30771119819114046,False
2,1,Tatum O'Neal,0.11794871794871795,0.10155173495153419,0.0414391988496866,0.7237328307133764,False
2,1,Tia Carrere,0.10256410256410256,0.10430572261643499,0.044058373924905296,0.7427992370078967,False
2,1,George Hamilton,0.09230769230769231,0.10310997980581008,0.03698423201798286,0.7626065387841984,False
2,1,Lisa Rinna,0.09743589743589744,0.10610506113681532,0.037458521699639875,0.7202613513997407,False
2,1,Stacy Keibler,0.11282051282051282,0.10358963796583122,0.04158048235401958,0.7075050582954296,False
2,1,Jerry Rice,0.1076923076923077,0.10118706098170181,0.03829181824958204,0.7463363004616529,False
2,1,Giselle Fernandez,0.11794871794871795,0.09980921170293174,0.03829601478063003,0.7064913131556428,False
2,1,Master P,0.06153846153846154,0.1142959581345457,0.03722687269598486,0.7171885804366067,False
2,1,Drew Lachey,0.12307692307692308,0.10085170241584879,0.04124941015479055,0.6696780019572285,False
2,1,Kenny Mayne,0.06666666666666667,0.06519393028854636,0.01756008966238689,0.9028759422604011,True
2,2,Tatum O'Neal,0.085,0.07351430825828364,0.019473001685312165,0.883488874755954,True
2,2,Tia Carrere,0.11,0.11420184915089196,0.046106892899039256,0.7299156082622562,False
2,2,George Hamilton,0.11,0.11495402711553059,0.04049806712341692,0.7384570302232689,False
2,2,Lisa Rinna,0.1,0.1214099287136996,0.04102457219122905,0.6808359272700368,False
2,2,Stacy Keibler,0.145,0.10584100787010142,0.04287045212897264,0.7236934827929586,False
2,2,Jerry Rice,0.115,0.11428575510225499,0.04561674212479913,0.6780225837093379,False
2,2,Giselle Fernandez,0.12,0.11281703978804593,0.04433638487180607,0.6998666694171853,False
2,2,Master P,0.08,0.13164427055756403,0.04207386043819581,0.7167187030142887,False
2,2,Drew Lachey,0.135,0.1113318134436275,0.04584605670177866,0.7045808952784196,False
2,3,Tia Carrere,0.14285714285714285,0.13000487719310053,0.054463370194252965,0.6709206865394761,False
2,3,George Hamilton,0.12087912087912088,0.13210147201606826,0.051769396345449505,0.6969860092109622,False
2,3,Lisa Rinna,0.13736263736263737,0.12211998185705814,0.04866627566212905,0.6479944898019006,False
2,3,Stacy Keibler,0.14835164835164835,0.1314715393242807,0.05502955797784173,0.6809720611093473,False
2,3,Jerry Rice,0.1043956043956044,0.1395716782235388,0.0455406446575883,0.6810989411467303,False
2,3,Giselle Fernandez,0.12087912087912088,0.0776582570069962,0.01923302534698138,0.885677243112186,True
2,3,Master P,0.07692307692307693,0.15000733700721403,0.04499864330097483,0.7140320262419545,False
2,3,Drew Lachey,0.14835164835164835,0.11706485737174394,0.044850273624426874,0.7084847994950236,False
2,4,Tia Carrere,0.15822784810126583,0.15148739202039868,0.0619769469056599,0.658803126128821,False
2,4,George Hamilton,0.13291139240506328,0.16254458098893473,0.05197600491489418,0.6764804386574614,False
2,4,Lisa Rinna,0.16455696202531644,0.14393837313024252,0.06076077893664121,0.6349969794772224,False
2,4,Stacy Keibler,0.16455696202531644,0.141876637138993,0.05423199519422006,0.6775708615820001,False
2,4,Jerry Rice,0.1518987341772152,0.14902367159090546,0.055061594941516016,0.6358374816197041,False
2,4,Master P,0.05063291139240506,0.1064700139094294,0.028227934926195648,0.8115979152288431,True
2,4,Drew Lachey,0.17721518987341772,0.14465933122109614,0.05837614759131042,0.6851656606436352,False
2,5,Tia Carrere,0.1456953642384106,0.1293704268216885,0.03952781684654884,0.6155397151980446,True
2,5,George Hamilton,0.15894039735099338,0.17508955367303627,0.0607600755839281,0.6144017955544707,False
2,5,Lisa Rinna,0.16556291390728478,0.16432087284355848,0.06151974302859812,0.6521386483597889,False
2,5,Stacy Keibler,0.1986754966887417,0.17299448557473449,0.06479993712725803,0.6244948484632833,False
2,5,Jerry Rice,0.152317880794702,0.184925103668901,0.0658094246068361,0.5261071187274208,False
2,5,Drew Lachey,0.17880794701986755,0.17329955741808106,0.06743633563854722,0.6150751228181177,False
2,6,George Hamilton,0.17293233082706766,0.1465474772647099,0.039950117103983204,0.7071930917201569,True
2,6,Lisa Rinna,0.20300751879699247,0.2164893547167525,0.06881411782208242,0.5530889490892186,False
2,6,Stacy Keibler,0.22556390977443608,0.20221114281569158,0.07603494925688783,0.5512600618306343,False
2,6,Jerry Rice,0.17293233082706766,0.2424441737723688,0.06753921529540254,0.41804818599508464,False
2,6,Drew Lachey,0.22556390977443608,0.19230785143047716,0.071989745980525,0.5095579357775142,False
2,7,Lisa Rinna,0.25980392156862747,0.18641256224380084,0.04843351589848586,0.6725310240144895,True
2,7,Stacy Keibler,0.2696078431372549,0.26444716860459355,0.08813123478750089,0.49541086433737136,False
2,7,Jerry Rice,0.20098039215686275,0.2992725836717804,0.079170515112543,0.5054703809308942,False
2,7,Drew Lachey,0.2696078431372549,0.24986768547982463,0.09125823724577561,0.4545597221491855,False
2,8,Stacy Keibler,0.33992071896021603,0.3280003249358955,0.10857685216047062,0.32309837243008466,False
2,8,Jerry Rice,0.31620636785880724,0.3404688087386057,0.10396004596240138,0.41691619272044367,False
2,8,Drew Lachey,0.34387291318097685,0.331530866325499,0.10904566484777892,0.37851880998225673,False
3,1,Harry Hamlin,0.08018867924528301,0.09248798463158986,0.03562993148309855,0.7418815381023826,False
3,1,Vivica A. Fox,0.10377358490566038,0.09449495530865255,0.038089280536527374,0.7762461737633649,False
3,1,Monique Coleman,0.08962264150943396,0.09655827435487789,0.03542515854916417,0.7784402486858575,False
3,1,Joey Lawrence,0.09905660377358491,0.08774881012764445,0.03362847602057113,0.7649144550409098,False
3,1,Mario Lopez,0.12264150943396226,0.09023879029990327,0.03317663825086443,0.7388277046635394,False
3,1,Emmitt Smith,0.11320754716981132,0.09832239076259293,0.042484916500749426,0.6713146098279454,False
3,1,Shanna Moakler,0.08490566037735849,0.09663958179498613,0.03802805321939949,0.7545620658067922,False
3,1,Willa Ford,0.10377358490566038,0.08875282142905916,0.036164786557396564,0.7389977815318678,False
3,1,Sara Evans,0.07075471698113207,0.09940001401936388,0.03699077535369372,0.7434851790957832,False
3,1,Jerry Springer,0.07547169811320754,0.09584865097290238,0.03526109979477271,0.7525056429439242,False
3,1,Tucker Carlson,0.05660377358490566,0.05950772629842775,0.015053456646985246,0.9205206505811748,True
3,2,Harry Hamlin,0.09130434782608696,0.11144113709899016,0.041460750190126384,0.6832890427429448,False
3,2,Vivica A. Fox,0.10434782608695652,0.10267636939572203,0.03986491760430684,0.751465992748729,False
3,2,Monique Coleman,0.11304347826086956,0.10254583927087907,0.03949035155014802,0.6598722102767149,False
3,2,Joey Lawrence,0.12608695652173912,0.09904289321369004,0.041823990136776,0.7183426193418825,False
3,2,Mario Lopez,0.09130434782608696,0.10678265579686315,0.03546643048448962,0.7792740805153332,False
3,2,Emmitt Smith,0.10434782608695652,0.09937641299407615,0.03795056297156577,0.6944028785066093,False
3,2,Shanna Moakler,0.09565217391304348,0.052846263665944915,0.011825348720695622,0.9325084792333308,True
3,2,Willa Ford,0.1,0.10486332543323604,0.036336429406999285,0.7602510741116966,False
3,2,Sara Evans,0.09130434782608696,0.10326038905484428,0.0355073440731968,0.7431630859488609,False
3,2,Jerry Springer,0.08260869565217391,0.11716471407575442,0.039199731189132114,0.7682184069547742,False
3,3,Harry Hamlin,0.10628019323671498,0.06001426595345247,0.012959338286047912,0.9302223533077953,True
3,3,Vivica A. Fox,0.13043478260869565,0.11328439833295177,0.0438188470579076,0.7520036428532759,False
3,3,Monique Coleman,0.13043478260869565,0.11462625401674421,0.04280694520874866,0.73752278700143,False
3,3,Joey Lawrence,0.10628019323671498,0.11647093557658326,0.04024752194030428,0.698741490923878,False
3,3,Mario Lopez,0.10628019323671498,0.11938141298922966,0.03933861211228614,0.7523545042857873,False
3,3,Emmitt Smith,0.09178743961352658,0.12894753458743005,0.04129952888802687,0.6309663040487753,False
3,3,Willa Ford,0.10628019323671498,0.11567624506656209,0.04056573514848398,0.6958795079786373,False
3,3,Sara Evans,0.12077294685990338,0.1140731537229663,0.03869908155881058,0.7295493993862745,False
3,3,Jerry Springer,0.10144927536231885,0.11752579975407995,0.042852018906549424,0.6870467332130117,False
3,4,Vivica A. Fox,0.12121212121212122,0.06754589927909926,0.014310138315699055,0.9174508603378378,True
3,4,Monique Coleman,0.12121212121212122,0.13126509152536883,0.0450216034423863,0.7246451333758677,False
3,4,Joey Lawrence,0.13636363636363635,0.13216141655556085,0.04906270294124704,0.7233398974020595,False
3,4,Mario Lopez,0.14646464646464646,0.12350155513730554,0.04713038558902727,0.7257049192849094,False
3,4,Emmitt Smith,0.12121212121212122,0.13417109957079237,0.04574657721653444,0.7306675839870678,False
3,4,Willa Ford,0.1414141414141414,0.13632941890836542,0.05350999993012462,0.6599840921644153,False
3,4,Sara Evans,0.10101010101010101,0.13963221844779466,0.038037276490237866,0.7464513440014561,False
3,4,Jerry Springer,0.1111111111111111,0.1353933005757133,0.04540444316880057,0.7058723986972811,False
3,5,Monique Coleman,0.14917127071823205,0.15238381868162637,0.05242006431980106,0.6918000665877667,False
3,5,Joey Lawrence,0.13812154696132597,0.15415565224369232,0.04929691588639265,0.7019374902813955,False
3,5,Mario Lopez,0.14917127071823205,0.15519938220615662,0.054736994081729065,0.6958616697043019,False
3,5,Emmitt Smith,0.14917127071823205,0.1526766208076151,0.05137092535130519,0.7075670596371455,False
3,5,Willa Ford,0.14917127071823205,0.07447857847857332,0.01585797957547867,0.9087372963448714,True
3,5,Sara Evans,0.13259668508287292,0.1520602270336369,0.045981459053455576,0.6820268941380907,False
3,5,Jerry Springer,0.13259668508287292,0.15904572054869934,0.04582995234425704,0.5941987249431115,False
3,6,Monique Coleman,0.19491525423728814,0.19693752024524872,0.07109738559075275,0.5703961431928837,False
3,6,Joey Lawrence,0.2033898305084746,0.19664235069079267,0.07462807771006973,0.5068221290694641,False
3,6,Mario Lopez,0.23728813559322035,0.20306869928252275,0.08119453586530323,0.4354971165884445,False
3,6,Emmitt Smith,0.211864406779661,0.20090386236447966,0.07462040163480758,0.4824242305570762,False
3,6,Jerry Springer,0.15254237288135594,0.20244756741695646,0.07641755727453234,0.5300577430772603,False
3,7,Monique Coleman,0.2,0.21600190538117323,0.07083832983116624,0.6009845761050732,False
3,7,Joey Lawrence,0.2111111111111111,0.22250585975529696,0.07088792210996947,0.6279698802373019,False
3,7,Mario Lopez,0.2074074074074074,0.21471497681055984,0.07283160376252978,0.4558122123016869,False
3,7,Emmitt Smith,0.2111111111111111,0.21295862436548885,0.06848250679567656,0.5385527563947256,False
3,7,Jerry Springer,0.17037037037037037,0.1338186336874811,0.030623384722867585,0.8274337421177638,True
3,8,Monique Coleman,0.24311926605504589,0.15885080519099024,0.03718584239956663,0.8151179869137799,True
3,8,Joey Lawrence,0.24770642201834864,0.28597755437283195,0.08385622860168222,0.45168222627297583,False
3,8,Mario Lopez,0.26146788990825687,0.2761803865756051,0.07913629391533142,0.4841342526739567,False
3,8,Emmitt Smith,0.24770642201834864,0.2789912538605723,0.0794964726161743,0.48733941623399624,False
3,9,Joey Lawrence,0.3333333333333333,0.32176997098659715,0.1140013713357049,0.3208049061994973,False
3,9,Mario Lopez,0.3333333333333333,0.3475943965101989,0.10969779930850672,0.340693687856656,False
3,9,Emmitt Smith,0.3333333333333333,0.3306356325032042,0.11145305013320793,0.39179951965498017,False
3,10,Mario Lopez,0.5,0.5009760536095161,0.13397852568405758,0.2545192252686699,False
3,10,Emmitt Smith,0.5,0.49902394639048375,0.1339785256840576,0.25451922526866977,False
4,1,John Ratzenberger,0.0825242718446602,0.09215862223115813,0.035994366477640045,0.7640478834785692,False
4,1,Ian Ziering,0.10194174757281553,0.09070332901958053,0.03755027380110587,0.7571342781715176,False
4,1,Clyde Drexler,0.07766990291262135,0.09207875959861661,0.039707822144686815,0.7310333443824036,False
4,1,Laila Ali,0.11165048543689321,0.09019709275284392,0.03689688715043997,0.745880532646203,False
4,1,Apolo Anton Ohno,0.10194174757281553,0.0917837682945975,0.03512748740375092,0.739118860791089,False
4,1,Shandi Finnessey,0.09223300970873786,0.08993043200236858,0.03891578537979575,0.754742080115126,False
4,1,Paulina Porizkova,0.09223300970873786,0.09295261359649491,0.03749519650563587,0.7533575853167518,False
4,1,Heather Mills,0.08737864077669903,0.09061462409128876,0.035859015364410246,0.7589959976656345,False
4,1,Billy Ray Cyrus,0.06310679611650485,0.09213274317697603,0.03916802157198472,0.7374851165885303,False
4,1,Joey Fatone,0.11650485436893204,0.08517603163454322,0.03415469882262511,0.7944867650355774,False
4,1,Leeza Gibbons,0.07281553398058252,0.09227198360153187,0.03835736760354721,0.7236795977504032,False
4,2,John Ratzenberger,0.08571428571428572,0.0937087141253044,0.03542895922822181,0.8007563268819934,False
4,2,Ian Ziering,0.08979591836734693,0.09286691328496591,0.03348351821609165,0.8094173306502552,False
4,2,Clyde Drexler,0.07346938775510205,0.10449912762503151,0.03771161387971845,0.7041600091290977,False
4,2,Laila Ali,0.11020408163265306,0.09444683204307688,0.03829167592481697,0.7922403378775306,False
4,2,Apolo Anton Ohno,0.10612244897959183,0.09180574611299923,0.036358667333549345,0.7563537536530253,False
4,2,Shandi Finnessey,0.08163265306122448,0.1002276040318894,0.03566495886401845,0.7625953602638482,False
4,2,Paulina Porizkova,0.08571428571428572,0.04614163711245503,0.010720872144501091,0.9378848979794848,True
4,2,Heather Mills,0.09795918367346938,0.08854533076168285,0.034492450524303,0.8116117045479322,False
4,2,Billy Ray Cyrus,0.08571428571428572,0.09909987168513783,0.034826219827466705,0.7693842264614268,False
4,2,Joey Fatone,0.09795918367346938,0.09513954660249492,0.035241748304167195,0.7762165067464762,False
4,2,Leeza Gibbons,0.08571428571428572,0.09351867661496141,0.030819005703800813,0.7764522929327784,False
4,3,John Ratzenberger,0.09174311926605505,0.11376348607329034,0.04314056326918582,0.7011825618631271,False
4,3,Ian Ziering,0.11009174311926606,0.10109355984236314,0.04058541615725522,0.7664476330412471,False
4,3,Clyde Drexler,0.07339449541284404,0.11479067887720461,0.03622882615002971,0.7192857321708003,False
4,3,Laila Ali,0.0963302752293578,0.10712356441967687,0.039098946507048295,0.7803307141230595,False
4,3,Apolo Anton Ohno,0.10550458715596331,0.10701592716562726,0.04162858627018239,0.6943753971870561,False
4,3,Shandi Finnessey,0.0963302752293578,0.05178075193107163,0.011811183239728124,0.9366698182675673,True
4,3,Heather Mills,0.11009174311926606,0.10101075683268079,0.04068278921007734,0.7005843088824334,False
4,3,Billy Ray Cyrus,0.0963302752293578,0.10312107536249158,0.042329753357574565,0.6720791774057007,False
4,3,Joey Fatone,0.11009174311926606,0.09993294090665279,0.035568962800151996,0.7868807598543031,False
4,3,Leeza Gibbons,0.11009174311926606,0.10036725858894058,0.03907129768719222,0.7519147901971489,False
4,4,John Ratzenberger,0.08421052631578947,0.12731610167130508,0.04452471261115464,0.7163079853938803,False
4,4,Ian Ziering,0.12631578947368421,0.10995969880162353,0.04195353623883297,0.7151072328071608,False
4,4,Clyde Drexler,0.07894736842105263,0.12044925139328887,0.03611613148283328,0.691534928440503,False
4,4,Laila Ali,0.11052631578947368,0.11544460284956233,0.044985422696085346,0.6629918979403489,False
4,4,Apolo Anton Ohno,0.1368421052631579,0.11374154356885902,0.04769576296747126,0.727219262768636,False
4,4,Heather Mills,0.12105263157894737,0.1213844233631475,0.0452702220444545,0.7248965737923759,False
4,4,Billy Ray Cyrus,0.11052631578947368,0.11368117235467609,0.04373765116703948,0.6854214791461135,False
4,4,Joey Fatone,0.14736842105263157,0.11106470477375019,0.04603885603793806,0.6466456482060252,False
4,4,Leeza Gibbons,0.08421052631578947,0.06695850122378703,0.01666799355933451,0.9065972994275234,True
4,5,John Ratzenberger,0.10227272727272728,0.13351705902984465,0.04637153726099304,0.7288305741477206,False
4,5,Ian Ziering,0.13636363636363635,0.12902571638925223,0.05039391933217198,0.6409476559720865,False
4,5,Clyde Drexler,0.07386363636363637,0.08914870952461866,0.023883478326203675,0.8682844976094055,True
4,5,Laila Ali,0.1590909090909091,0.1263390150462787,0.05082144786216279,0.6872015991560596,False
4,5,Apolo Anton Ohno,0.17045454545454544,0.13052857818753008,0.0527701606445793,0.6500678909739892,False
4,5,Heather Mills,0.11931818181818182,0.12656430868996213,0.049243744513760505,0.6799049975995803,False
4,5,Billy Ray Cyrus,0.09659090909090909,0.14042252310711065,0.04822090907056841,0.6384361452216589,False
4,5,Joey Fatone,0.14204545454545456,0.12445409002540249,0.04900578256059654,0.6433720040002778,False
4,6,John Ratzenberger,0.11176470588235295,0.16914104523129248,0.05265722020951446,0.6423328392235432,False
4,6,Ian Ziering,0.1411764705882353,0.14601363910592954,0.04860126663836043,0.6947984291971703,False
4,6,Laila Ali,0.16470588235294117,0.1466823307017951,0.049263304363426186,0.6704463878143145,False
4,6,Apolo Anton Ohno,0.16470588235294117,0.1474260646281749,0.05342589522469307,0.6907598072767456,False
4,6,Heather Mills,0.13529411764705881,0.08110000679346646,0.01822607047381137,0.9007874729428247,True
4,6,Billy Ray Cyrus,0.12352941176470589,0.16324294566653139,0.052858197116175114,0.6493299978912181,False
4,6,Joey Fatone,0.1588235294117647,0.14639396787281028,0.05469265278493645,0.6474244838464044,False
4,7,John Ratzenberger,0.14563106796116504,0.10425439887793476,0.02471422693888592,0.8716181480092794,True
4,7,Ian Ziering,0.17475728155339806,0.17097427694068018,0.06191634513098549,0.5671209973752469,False
4,7,Laila Ali,0.19093851132686085,0.18158906848678427,0.06582448288187183,0.6174941668826028,False
4,7,Apolo Anton Ohno,0.17475728155339806,0.17397067588172851,0.06253667965962294,0.6227708062916654,False
4,7,Billy Ray Cyrus,0.12297734627831715,0.19833146783271996,0.05871154754680669,0.5825472342205618,False
4,7,Joey Fatone,0.19093851132686085,0.17088011198015288,0.05734283194925855,0.648710988933544,False
4,8,Ian Ziering,0.18725099601593626,0.21740914485263024,0.06799362254517693,0.5366870721339134,False
4,8,Laila Ali,0.21115537848605578,0.21793610808662772,0.07889503042123475,0.5051617279595231,False
4,8,Apolo Anton Ohno,0.23107569721115537,0.21025736455089114,0.07333532940457684,0.5497584062242811,False
4,8,Billy Ray Cyrus,0.15139442231075698,0.1448394302318062,0.0348004284521107,0.8223838481349414,True
4,8,Joey Fatone,0.21912350597609562,0.20955795227804475,0.07020745630468028,0.46701566148786755,False
4,9,Ian Ziering,0.24472573839662448,0.1581309426910545,0.037556931491419684,0.7748079902737519,True
4,9,Laila Ali,0.25316455696202533,0.2734895225869578,0.08097548925079712,0.44320862547429596,False
4,9,Apolo Anton Ohno,0.2489451476793249,0.2846080538113035,0.08190793760568456,0.43307420411224373,False
4,9,Joey Fatone,0.25316455696202533,0.28377148091068366,0.08579023791290745,0.48065402755034814,False
4,10,Laila Ali,0.3281854310465651,0.33386013907055456,0.1094308273373401,0.3990438168569552,False
4,10,Apolo Anton Ohno,0.33976850076853665,0.33405241219428955,0.10754389783433271,0.40697374563338695,False
4,10,Joey Fatone,0.3320460681848982,0.33208744873515567,0.1033448705063368,0.38843939745125033,False
5,1,Cameron Mathison,0.08171206225680934,0.0845975021721351,0.03502757899857512,0.7362837925349326,False
5,1,Jane Seymour,0.0933852140077821,0.0834583028950398,0.036624106850116064,0.7452087031533623,False
5,1,Sabrina Bryan,0.10116731517509728,0.08047571218299772,0.034076034176953034,0.7230478285619587,False
5,1,Jennie Garth,0.08171206225680934,0.09192011231838236,0.03794305980704516,0.7002875100267156,False
5,1,Floyd Mayweather Jr. ,0.07003891050583658,0.09207363745802949,0.037681215892056724,0.6821264029596268,False
5,1,Josie Maran,0.0622568093385214,0.049810080187358545,0.011513534192029138,0.9396878978067102,True
5,1,Albert Reed,0.08171206225680934,0.08172254899514773,0.03278144395014231,0.7667564339563304,False
5,1,Helio Castroneves,0.09727626459143969,0.08850103700480558,0.037711926790724,0.7839964543223941,False
5,1,Mel B,0.0933852140077821,0.08494575304679428,0.03297344637625703,0.7722200036468119,False
5,1,Wayne Newton,0.07392996108949416,0.08988799645214483,0.037254990511219936,0.7641362422279079,False
5,1,Marie Osmond,0.08171206225680934,0.08694351419827022,0.03329726495122332,0.7967637975818636,False
5,1,Mark Cuban,0.08171206225680934,0.08566380308889417,0.03300057484182962,0.7164783292619623,False
5,2,Cameron Mathison,0.08823529411764706,0.09369431015949828,0.03375878901291149,0.7205992488042283,False
5,2,Jane Seymour,0.08823529411764706,0.0940105542416583,0.03317955601505095,0.786005305219244,False
5,2,Sabrina Bryan,0.1092436974789916,0.09157426500888691,0.0397340491493333,0.7117480974623605,False
5,2,Jennie Garth,0.08823529411764706,0.09658468534100474,0.03136099846968325,0.7998366837296084,False
5,2,Floyd Mayweather Jr. ,0.08823529411764706,0.09687023731308482,0.0356638478925886,0.7315115989333174,False
5,2,Albert Reed,0.08823529411764706,0.04557775224547247,0.010176115294325015,0.9391803573143088,True
5,2,Helio Castroneves,0.1134453781512605,0.09144496992559725,0.034783653266451206,0.8003754314292483,False
5,2,Mel B,0.09663865546218488,0.08739140547475095,0.03321107145070291,0.7810781018161981,False
5,2,Wayne Newton,0.06302521008403361,0.10854163735908313,0.032212742064267656,0.7825766225265725,False
5,2,Marie Osmond,0.10084033613445378,0.09583987674740505,0.040634615156869745,0.7623574324659375,False
5,2,Mark Cuban,0.07563025210084033,0.09847030618355801,0.028921877598417866,0.8053913025866055,False
5,3,Cameron Mathison,0.09623430962343096,0.10521150439547983,0.04095200166604356,0.7065461988403323,False
5,3,Jane Seymour,0.11297071129707113,0.10526121775363559,0.04227034774858703,0.7402860331716892,False
5,3,Sabrina Bryan,0.11297071129707113,0.0973990646555993,0.03455241903056852,0.7467070046422218,False
5,3,Jennie Garth,0.1087866108786611,0.10473133043163543,0.04092339634268367,0.7306853721965363,False
5,3,Floyd Mayweather Jr. ,0.08786610878661087,0.11216355381232258,0.04186994316467332,0.7184642534451406,False
5,3,Helio Castroneves,0.100418410041841,0.10520307320800897,0.04167092040623581,0.7246820383670778,False
5,3,Mel B,0.11297071129707113,0.09917946814501598,0.03863720736400593,0.720516959316862,False
5,3,Wayne Newton,0.07531380753138076,0.061780609939712926,0.013799723680216465,0.9206309872687213,True
5,3,Marie Osmond,0.1087866108786611,0.09981865351102355,0.03960819992352111,0.7236225505484409,False
5,3,Mark Cuban,0.08368200836820083,0.1092515241475654,0.03827811094248976,0.674208937065966,False
5,4,Cameron Mathison,0.11538461538461539,0.10996588787899113,0.0401378391742368,0.764763120970182,False
5,4,Jane Seymour,0.1111111111111111,0.11725690983764414,0.04244842779021655,0.7535128813077012,False
5,4,Sabrina Bryan,0.1282051282051282,0.11611879740384635,0.04477214168209234,0.7404757416654152,False
5,4,Jennie Garth,0.11538461538461539,0.11679018845168834,0.04469609314003418,0.6359223331977687,False
5,4,Floyd Mayweather Jr. ,0.09829059829059829,0.0647210411731282,0.014718874201832079,0.9137647556891284,True
5,4,Helio Castroneves,0.11538461538461539,0.11367417562170408,0.039280064722442797,0.7133628215413037,False
5,4,Mel B,0.1111111111111111,0.11733551555818514,0.04198788247377521,0.723997885892823,False
5,4,Marie Osmond,0.1111111111111111,0.11599813172960509,0.039276228126163854,0.7603258957858157,False
5,4,Mark Cuban,0.09401709401709402,0.1281393523452073,0.04294339197921641,0.6498420823266162,False
5,5,Cameron Mathison,0.1306532663316583,0.13014171501664537,0.05476487862456985,0.675615003904126,False
5,5,Jane Seymour,0.1306532663316583,0.12736872756344272,0.046181409933672694,0.6666910318459605,False
5,5,Sabrina Bryan,0.1407035175879397,0.1279392087182739,0.0498991739628967,0.6962911833952672,False
5,5,Jennie Garth,0.12562814070351758,0.14013601666644837,0.052609085117104624,0.69869632489283,False
5,5,Helio Castroneves,0.11557788944723618,0.13354184863264226,0.04751021086268733,0.6945321807632565,False
5,5,Mel B,0.1457286432160804,0.1287971461155269,0.0446735550101725,0.7464578830965967,False
5,5,Marie Osmond,0.10552763819095477,0.13680320139455854,0.047313340143242476,0.6822901128954897,False
5,5,Mark Cuban,0.10552763819095477,0.07527213589246183,0.017611837093458878,0.8841612082091665,True
5,6,Cameron Mathison,0.1388888888888889,0.16463831782208538,0.055124138121266354,0.6130936689944073,False
5,6,Jane Seymour,0.12222222222222222,0.16323181475046178,0.05224317653372992,0.676934295453077,False
5,6,Sabrina Bryan,0.1388888888888889,0.07771051031913641,0.018426428173526153,0.882207789333253,True
5,6,Jennie Garth,0.15,0.15399600130437568,0.05370199743621874,0.6445612218038231,False
5,6,Helio Castroneves,0.15555555555555556,0.14513762713035358,0.047820294676329776,0.6098464884928869,False
5,6,Mel B,0.16666666666666666,0.132968421423521,0.046699118508811005,0.7011878813233261,False
5,6,Marie Osmond,0.12777777777777777,0.1623173072500656,0.053315633780113475,0.6562412353213978,False
5,7,Cameron Mathison,0.16346153846153846,0.1782930566575334,0.0588031464952528,0.6381194014984284,False
5,7,Jane Seymour,0.16025641025641027,0.09512125039012076,0.0217023778554029,0.8881480159991448,True
5,7,Jennie Garth,0.16987179487179488,0.17678867955686856,0.05792529488877964,0.6402226279703984,False
5,7,Helio Castroneves,0.16666666666666666,0.18992454510265622,0.0700949187326706,0.4676711228083623,False
